trajectory,method,t0,T,ns,deltat,runtime,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,s33,s34,s35,s36,s37,s38,s39,s40,s41,s42,s43,s44,s45,s46,s47,s48,s49
46,CLEAR,10,310,100,10,126.380000,0.040000,-0.038000,0.040000,0.012000,0.040000,-0.038000,0.040000,0.040000,0.010000,0.040000,0.000000,0.040000,-0.038000,0.040000,-0.038000,-0.038000,-0.038000,0.000000,-0.012000,-0.018000,-0.038000,-0.038000,-0.038000,0.038000,0.000000,0.040000,-0.038000,-0.038000,-0.038000,0.020000,-0.038000,0.040000,-0.018000,0.040000,-0.038000,0.006000,-0.038000,0.040000,0.040000,-0.038000,-0.038000,-0.038000,-0.038000,0.000000,-0.038000,-0.038000,-0.038000,-0.038000,-0.038000,-0.012000
47,CLEAR,10,310,100,10,128.220000,0.038000,0.040000,0.040000,0.040000,0.028000,-0.038000,0.030000,0.040000,0.032000,0.040000,0.038000,-0.036000,-0.038000,0.040000,-0.038000,-0.038000,-0.038000,0.032000,-0.028000,0.040000,-0.024000,0.040000,-0.038000,-0.026000,0.040000,-0.038000,-0.038000,0.040000,-0.036000,0.024000,0.040000,-0.038000,0.028000,-0.036000,-0.038000,0.040000,-0.038000,0.000000,-0.034000,0.040000,-0.034000,-0.036000,-0.038000,-0.032000,-0.038000,-0.036000,-0.002000,-0.038000,-0.008000,0.040000
48,CLEAR,10,310,100,10,124.500000,0.040000,0.040000,-0.038000,0.040000,0.020000,0.040000,0.040000,0.040000,0.040000,0.026000,0.000000,-0.038000,0.040000,0.040000,0.040000,-0.038000,-0.038000,-0.038000,-0.038000,-0.038000,0.040000,-0.038000,0.040000,0.040000,0.026000,0.040000,-0.038000,0.014000,-0.038000,0.040000,-0.038000,-0.038000,0.040000,0.040000,-0.038000,-0.038000,0.000000,0.040000,-0.038000,-0.038000,-0.038000,-0.038000,-0.038000,-0.038000,-0.038000,-0.038000,-0.038000,-0.038000,0.040000,-0.038000
49,CLEAR,10,310,100,10,125.060000,0.015000,0.050000,0.050000,-0.022500,0.050000,0.050000,0.050000,0.030000,0.050000,0.015000,0.050000,0.045000,0.000000,0.050000,0.050000,0.050000,0.025000,0.045000,0.045000,-0.047500,0.050000,-0.035000,-0.047500,0.000000,-0.012500,0.050000,-0.047500,0.050000,0.050000,-0.047500,0.050000,-0.047500,0.050000,-0.047500,-0.047500,-0.017500,-0.025000,0.050000,-0.047500,-0.047500,-0.047500,-0.025000,-0.047500,-0.047500,-0.047500,-0.047500,-0.047500,-0.035000,-0.047500,-0.032500
50,CLEAR,10,310,100,10,122.590000,0.050000,0.050000,-0.047500,0.027500,0.050000,-0.030000,0.050000,0.050000,0.000000,0.010000,-0.047500,-0.047500,0.050000,-0.047500,-0.047500,0.000000,-0.047500,0.050000,0.005000,-0.047500,0.050000,0.050000,0.050000,-0.047500,0.010000,0.050000,-0.035000,-0.035000,-0.047500,0.040000,0.005000,-0.040000,0.015000,0.050000,0.012500,-0.047500,-0.035000,-0.047500,0.050000,0.050000,-0.047500,-0.047500,-0.020000,-0.017500,-0.047500,-0.015000,-0.047500,-0.047500,-0.025000,-0.045000
51,CLEAR,10,310,100,10,121.980000,0.048000,0.036000,0.057000,0.060000,0.060000,0.060000,0.060000,0.060000,0.060000,-0.033000,-0.057000,-0.057000,-0.042000,-0.057000,-0.021000,-0.054000,-0.030000,-0.048000,0.039000,0.060000,0.060000,0.051000,-0.057000,0.060000,-0.057000,-0.051000,0.051000,0.021000,-0.021000,0.051000,-0.057000,0.060000,0.027000,-0.057000,0.060000,0.000000,0.060000,-0.057000,-0.057000,0.060000,-0.057000,0.000000,-0.057000,-0.057000,-0.048000,-0.057000,-0.057000,-0.027000,-0.057000,-0.057000
52,CLEAR,10,310,100,10,119.980000,0.060000,0.042000,0.060000,-0.057000,0.060000,0.060000,-0.024000,0.060000,0.060000,0.060000,-0.030000,0.060000,0.018000,-0.057000,-0.057000,0.060000,-0.057000,0.060000,-0.057000,0.060000,-0.057000,0.051000,0.045000,0.003000,-0.057000,0.060000,0.060000,0.060000,0.060000,-0.057000,-0.057000,0.000000,0.060000,-0.057000,0.057000,0.000000,-0.006000,-0.057000,0.060000,0.000000,-0.057000,-0.057000,-0.045000,-0.015000,0.000000,0.036000,-0.057000,-0.057000,-0.057000,-0.057000
53,CLEAR,10,310,100,10,123.120000,-0.036000,0.040000,-0.022000,0.040000,0.040000,0.040000,0.040000,-0.016000,0.040000,0.010000,-0.038000,-0.038000,0.040000,0.040000,0.040000,0.040000,-0.038000,0.040000,0.040000,-0.038000,0.038000,-0.038000,0.040000,-0.038000,-0.036000,-0.038000,0.040000,0.040000,0.040000,0.040000,0.018000,0.040000,-0.038000,0.000000,0.040000,0.038000,0.040000,-0.038000,-0.038000,-0.038000,-0.016000,-0.038000,-0.038000,-0.038000,0.040000,-0.038000,-0.038000,-0.032000,-0.038000,-0.038000
54,CLEAR,10,310,100,10,127.590000,0.040000,0.040000,0.000000,-0.006000,0.040000,0.040000,0.040000,0.040000,0.040000,0.000000,0.040000,-0.038000,0.040000,0.040000,-0.038000,0.040000,-0.038000,-0.038000,0.040000,0.040000,0.040000,-0.038000,0.040000,0.040000,0.000000,-0.038000,-0.038000,-0.038000,0.040000,0.040000,0.040000,-0.038000,0.040000,0.040000,-0.006000,0.024000,0.040000,0.040000,0.040000,0.040000,-0.038000,-0.038000,-0.038000,-0.038000,0.040000,-0.038000,-0.038000,-0.038000,-0.038000,-0.038000
55,CLEAR,10,310,100,10,123.720000,0.040000,0.034000,0.040000,0.040000,0.024000,0.040000,0.010000,-0.038000,0.040000,0.040000,0.040000,0.040000,-0.038000,-0.038000,0.040000,0.040000,-0.038000,-0.038000,0.000000,0.020000,-0.038000,0.040000,0.040000,0.022000,-0.026000,-0.010000,0.000000,0.000000,-0.038000,0.040000,0.000000,-0.038000,0.040000,-0.014000,0.040000,-0.038000,-0.038000,-0.002000,-0.038000,-0.038000,-0.038000,-0.038000,-0.032000,-0.016000,-0.038000,-0.038000,0.000000,-0.038000,-0.038000,-0.038000
56,CLEAR,10,310,100,10,126.560000,0.040000,0.040000,0.040000,0.040000,0.040000,0.030000,0.040000,0.040000,0.040000,0.008000,-0.038000,-0.038000,0.000000,0.040000,0.040000,-0.038000,0.040000,-0.038000,0.040000,-0.038000,-0.038000,-0.038000,-0.038000,-0.038000,-0.038000,-0.038000,0.040000,0.040000,0.040000,0.040000,0.040000,-0.038000,0.040000,0.040000,0.040000,0.010000,-0.038000,-0.038000,-0.038000,-0.038000,-0.038000,-0.038000,-0.014000,-0.038000,-0.010000,-0.038000,-0.038000,-0.038000,0.040000,-0.038000
57,CLEAR,10,310,100,10,123.600000,0.040000,0.040000,0.040000,0.040000,0.040000,0.040000,-0.008000,0.040000,0.034000,0.040000,0.040000,-0.038000,0.040000,0.040000,-0.026000,0.040000,0.000000,0.040000,-0.038000,0.040000,0.040000,0.000000,0.040000,0.040000,-0.038000,0.040000,-0.038000,0.000000,-0.038000,0.040000,0.040000,0.040000,0.040000,0.000000,0.040000,-0.038000,0.040000,0.034000,-0.038000,0.000000,0.000000,-0.038000,-0.038000,-0.038000,-0.038000,-0.038000,-0.038000,-0.038000,-0.038000,-0.038000
58,CLEAR,10,310,100,10,112.390000,0.040000,0.040000,-0.012000,0.040000,-0.034000,-0.038000,0.040000,0.040000,0.038000,0.034000,0.040000,-0.038000,-0.012000,-0.038000,0.040000,0.034000,0.010000,-0.038000,-0.038000,-0.026000,0.040000,0.040000,0.028000,-0.038000,-0.038000,0.038000,0.040000,0.018000,-0.028000,-0.038000,0.040000,-0.038000,-0.026000,-0.014000,0.040000,0.040000,0.040000,-0.028000,0.040000,-0.026000,-0.038000,0.034000,-0.038000,-0.038000,-0.038000,-0.038000,0.040000,-0.038000,-0.030000,-0.012000
59,CLEAR,10,310,100,10,112.060000,0.040000,0.040000,0.040000,-0.014000,0.040000,0.040000,0.040000,0.040000,0.040000,0.040000,0.040000,0.040000,0.032000,0.040000,0.040000,0.040000,-0.032000,-0.038000,0.040000,-0.038000,0.038000,0.040000,-0.038000,-0.038000,0.040000,-0.038000,-0.038000,-0.038000,0.040000,-0.038000,-0.038000,0.040000,0.040000,0.000000,0.016000,-0.008000,-0.038000,-0.030000,0.000000,0.040000,-0.038000,-0.038000,-0.038000,-0.038000,-0.038000,-0.038000,0.000000,-0.038000,-0.038000,-0.038000
60,CLEAR,10,310,100,10,113.570000,0.040000,0.000000,0.040000,0.040000,0.040000,0.040000,0.040000,0.040000,0.040000,0.040000,0.040000,0.040000,-0.038000,-0.034000,-0.038000,0.040000,-0.038000,0.040000,0.014000,0.018000,-0.038000,0.004000,0.040000,-0.038000,0.040000,0.026000,-0.002000,0.040000,0.020000,0.040000,-0.036000,0.040000,0.040000,-0.038000,0.008000,-0.004000,0.040000,0.006000,-0.030000,-0.038000,-0.038000,-0.038000,0.008000,-0.038000,0.040000,-0.038000,-0.032000,-0.038000,0.012000,0.002000
61,CLEAR,10,310,100,10,113.490000,0.040000,0.040000,-0.014000,0.040000,0.040000,-0.014000,0.040000,0.040000,0.030000,0.040000,0.036000,0.040000,0.040000,0.040000,0.040000,0.040000,0.018000,0.040000,0.040000,-0.036000,-0.038000,-0.038000,0.040000,0.040000,0.040000,-0.038000,-0.038000,0.040000,0.040000,-0.038000,0.040000,-0.038000,-0.038000,0.040000,0.040000,-0.026000,0.040000,-0.038000,-0.038000,-0.010000,-0.038000,-0.038000,-0.038000,-0.038000,-0.038000,0.040000,-0.038000,-0.038000,0.022000,-0.038000
62,CLEAR,10,310,100,10,111.740000,0.036000,0.034000,0.040000,0.016000,0.040000,-0.020000,0.040000,0.014000,0.040000,-0.032000,0.000000,0.006000,-0.028000,0.040000,0.040000,-0.038000,0.016000,0.040000,-0.038000,-0.036000,0.040000,0.040000,-0.038000,0.040000,-0.038000,0.040000,0.040000,0.040000,-0.018000,0.040000,0.040000,0.000000,-0.038000,-0.038000,0.040000,-0.038000,-0.038000,0.040000,0.040000,-0.038000,0.000000,-0.038000,-0.038000,-0.008000,-0.038000,-0.038000,-0.038000,-0.038000,-0.038000,-0.038000
63,CLEAR,10,310,100,10,110.820000,0.050000,0.022500,0.050000,0.027500,0.050000,0.050000,0.050000,0.035000,0.027500,0.000000,0.027500,0.050000,-0.047500,0.050000,0.050000,0.000000,0.015000,-0.047500,0.032500,0.050000,0.050000,-0.047500,0.050000,-0.027500,0.045000,0.050000,-0.047500,-0.035000,-0.047500,-0.047500,0.050000,0.000000,-0.047500,-0.012500,0.050000,0.020000,-0.020000,0.000000,-0.047500,-0.015000,-0.015000,-0.027500,-0.047500,-0.047500,-0.025000,-0.032500,-0.047500,-0.032500,0.035000,-0.027500
64,CLEAR,10,310,100,10,113.220000,0.017500,0.050000,0.032500,0.050000,0.050000,-0.047500,0.050000,-0.015000,0.050000,0.050000,-0.015000,-0.030000,0.050000,-0.032500,0.000000,-0.047500,-0.047500,0.035000,0.015000,0.037500,-0.047500,0.050000,-0.045000,-0.030000,0.050000,-0.047500,0.045000,-0.047500,-0.032500,0.050000,0.035000,0.017500,0.012500,0.050000,-0.037500,-0.037500,0.037500,0.050000,-0.047500,0.000000,-0.047500,0.032500,-0.047500,-0.017500,-0.047500,-0.035000,-0.047500,-0.047500,-0.047500,-0.047500
65,CLEAR,10,310,100,10,110.930000,0.040000,0.040000,0.040000,0.030000,0.036000,0.040000,-0.038000,0.040000,0.040000,-0.026000,-0.038000,0.040000,-0.018000,-0.038000,0.012000,0.040000,0.040000,-0.038000,0.000000,-0.038000,0.040000,0.040000,-0.030000,0.040000,-0.038000,-0.038000,0.040000,-0.028000,-0.038000,0.040000,0.040000,-0.020000,0.008000,0.040000,-0.038000,-0.020000,-0.026000,-0.022000,0.040000,0.040000,-0.006000,0.028000,-0.038000,0.022000,-0.026000,-0.032000,-0.038000,-0.038000,-0.038000,-0.038000
66,CLEAR,10,310,100,10,111.520000,0.035000,0.050000,0.050000,0.027500,0.050000,0.050000,0.050000,0.050000,0.050000,0.050000,0.050000,-0.032500,-0.047500,-0.045000,-0.047500,-0.047500,0.050000,-0.047500,0.050000,-0.047500,-0.047500,0.050000,-0.047500,0.050000,0.000000,0.050000,0.050000,0.037500,0.050000,0.000000,0.050000,0.050000,-0.020000,-0.045000,0.000000,-0.040000,-0.047500,0.045000,-0.047500,0.050000,0.007500,-0.047500,-0.047500,-0.045000,0.000000,-0.035000,0.000000,-0.047500,-0.047500,-0.032500
67,CLEAR,10,310,100,10,113.490000,0.040000,0.040000,0.040000,0.040000,0.040000,0.040000,0.006000,-0.002000,0.040000,0.040000,0.040000,0.000000,-0.038000,0.040000,-0.038000,0.040000,-0.038000,0.040000,0.040000,0.040000,-0.038000,-0.038000,-0.038000,-0.034000,0.040000,-0.038000,-0.034000,-0.032000,-0.038000,0.040000,0.040000,-0.038000,0.040000,0.038000,-0.038000,-0.038000,0.040000,-0.038000,0.040000,0.040000,-0.038000,0.040000,-0.038000,-0.038000,0.034000,-0.038000,-0.038000,-0.038000,-0.036000,-0.038000
68,CLEAR,10,310,100,10,113.420000,0.036000,0.040000,0.040000,0.040000,0.040000,0.040000,0.040000,0.040000,0.040000,0.040000,0.040000,-0.038000,0.002000,0.040000,0.040000,-0.024000,0.040000,0.012000,-0.038000,-0.008000,-0.038000,0.024000,0.000000,0.040000,-0.038000,0.040000,-0.038000,0.040000,0.010000,0.040000,-0.038000,-0.038000,0.040000,-0.036000,0.040000,-0.038000,0.040000,0.040000,0.040000,-0.036000,0.040000,-0.038000,-0.022000,-0.038000,-0.038000,0.040000,0.010000,-0.038000,-0.038000,-0.038000
69,CLEAR,10,310,100,10,110.770000,0.000000,0.040000,0.040000,0.040000,0.040000,0.040000,0.040000,0.040000,0.040000,0.040000,-0.034000,-0.016000,0.040000,0.040000,0.040000,0.040000,-0.024000,-0.038000,-0.038000,-0.008000,-0.038000,0.040000,0.040000,0.040000,0.040000,-0.038000,0.000000,-0.038000,-0.032000,-0.038000,0.040000,0.022000,0.040000,-0.038000,-0.038000,-0.038000,-0.038000,0.040000,0.040000,0.040000,-0.038000,-0.038000,-0.038000,0.008000,-0.038000,-0.038000,-0.038000,-0.038000,-0.038000,-0.038000
70,CLEAR,10,310,100,10,112.520000,0.040000,0.040000,0.040000,0.008000,0.040000,0.040000,0.040000,0.040000,0.040000,0.024000,-0.038000,0.040000,0.000000,-0.038000,-0.038000,0.040000,0.040000,0.040000,0.010000,0.040000,-0.016000,-0.038000,0.040000,0.040000,-0.038000,0.040000,0.040000,-0.018000,0.040000,0.040000,0.040000,0.040000,-0.038000,0.040000,0.040000,-0.038000,0.040000,0.040000,-0.038000,-0.038000,0.040000,-0.038000,0.002000,-0.038000,-0.038000,-0.038000,-0.026000,-0.038000,-0.038000,-0.008000
71,CLEAR,10,310,100,10,112.480000,0.040000,0.040000,-0.038000,0.040000,0.040000,0.028000,0.040000,0.040000,0.022000,0.040000,0.040000,0.028000,0.018000,-0.038000,-0.026000,-0.014000,0.040000,0.040000,-0.038000,0.040000,-0.038000,-0.038000,-0.038000,-0.018000,-0.038000,-0.038000,-0.038000,0.040000,-0.038000,0.018000,0.000000,-0.038000,-0.038000,-0.038000,0.022000,0.000000,-0.038000,-0.026000,0.040000,0.040000,-0.038000,-0.038000,-0.038000,-0.038000,-0.038000,-0.038000,-0.038000,-0.038000,-0.038000,-0.038000
72,CLEAR,10,310,100,10,112.010000,0.040000,0.040000,0.040000,0.040000,0.040000,0.040000,0.040000,0.040000,0.040000,0.040000,-0.038000,0.000000,-0.026000,-0.038000,-0.038000,-0.022000,-0.038000,-0.038000,0.040000,0.040000,0.040000,-0.026000,-0.038000,-0.038000,-0.038000,-0.012000,-0.006000,-0.038000,0.040000,0.040000,-0.038000,-0.038000,0.014000,0.040000,-0.038000,-0.038000,0.040000,0.000000,-0.002000,-0.038000,-0.038000,0.040000,-0.038000,-0.038000,-0.038000,-0.002000,-0.026000,-0.034000,-0.038000,-0.038000
73,CLEAR,10,310,100,10,111.070000,0.040000,0.040000,0.040000,-0.020000,0.000000,0.040000,0.040000,0.040000,0.040000,0.040000,0.040000,0.040000,-0.038000,-0.038000,0.000000,-0.038000,0.040000,-0.038000,0.000000,-0.022000,-0.038000,0.040000,-0.038000,0.000000,-0.016000,0.000000,0.000000,0.040000,-0.038000,0.040000,0.006000,0.040000,0.040000,-0.038000,-0.038000,-0.034000,0.040000,0.022000,0.040000,0.000000,-0.038000,-0.038000,-0.038000,0.040000,-0.038000,-0.038000,-0.038000,0.000000,-0.038000,-0.038000
74,CLEAR,10,310,100,10,111.910000,0.040000,0.040000,0.040000,0.040000,0.040000,0.040000,0.040000,0.040000,0.040000,0.040000,-0.038000,-0.038000,-0.038000,0.036000,-0.038000,0.040000,0.012000,0.040000,0.040000,-0.010000,-0.020000,-0.038000,-0.038000,-0.026000,0.040000,-0.024000,-0.016000,-0.038000,0.040000,0.040000,-0.038000,-0.038000,0.000000,0.040000,0.040000,-0.016000,-0.038000,0.000000,-0.024000,-0.036000,-0.038000,-0.038000,-0.038000,-0.038000,0.040000,-0.006000,-0.038000,-0.038000,0.040000,-0.020000
75,CLEAR,10,310,100,10,110.190000,0.060000,0.060000,0.045000,0.060000,-0.018000,0.045000,0.060000,0.060000,0.009000,-0.045000,0.060000,-0.057000,0.060000,0.024000,0.036000,-0.057000,0.060000,0.060000,-0.054000,0.060000,0.000000,-0.057000,0.060000,0.060000,-0.057000,0.060000,0.060000,0.000000,-0.057000,0.060000,-0.057000,-0.057000,-0.057000,0.060000,-0.057000,0.060000,0.060000,-0.057000,0.060000,0.060000,-0.021000,-0.057000,-0.057000,-0.057000,0.015000,-0.057000,-0.018000,-0.039000,-0.057000,-0.057000
76,CLEAR,10,310,100,10,132.980000,0.040000,0.040000,0.040000,0.040000,0.040000,0.040000,0.040000,0.040000,0.040000,0.040000,-0.022000,0.040000,-0.038000,0.040000,0.028000,0.040000,-0.036000,-0.012000,-0.038000,0.040000,-0.038000,-0.014000,-0.032000,0.040000,-0.038000,-0.038000,0.040000,0.040000,0.040000,0.040000,-0.038000,0.014000,0.040000,-0.038000,0.032000,-0.038000,0.006000,0.040000,0.036000,0.000000,-0.038000,-0.038000,-0.038000,-0.038000,-0.038000,-0.038000,-0.038000,-0.038000,-0.038000,-0.030000
77,CLEAR,10,310,100,10,132.880000,-0.032000,0.000000,0.040000,-0.014000,0.040000,0.040000,0.040000,0.040000,0.040000,0.040000,-0.004000,0.040000,-0.038000,0.040000,0.040000,0.040000,-0.038000,0.040000,0.040000,-0.038000,-0.038000,0.040000,0.040000,0.040000,-0.038000,-0.038000,-0.038000,0.000000,-0.034000,-0.038000,0.040000,-0.038000,0.040000,-0.038000,0.040000,-0.038000,-0.038000,-0.038000,-0.038000,-0.038000,-0.038000,-0.038000,-0.038000,-0.038000,-0.028000,-0.038000,-0.036000,-0.038000,-0.038000,-0.038000
78,CLEAR,10,310,100,10,130.940000,0.032000,0.040000,0.016000,0.038000,0.040000,0.040000,0.040000,0.040000,0.040000,0.040000,-0.030000,-0.038000,-0.038000,0.040000,-0.038000,-0.036000,0.000000,0.028000,-0.036000,-0.036000,-0.026000,0.032000,-0.014000,0.000000,0.040000,0.040000,-0.038000,-0.036000,0.040000,0.000000,-0.036000,-0.038000,0.032000,-0.038000,-0.034000,-0.038000,-0.038000,0.040000,0.040000,-0.034000,0.010000,0.000000,-0.038000,0.040000,0.040000,-0.038000,-0.004000,0.036000,0.018000,-0.038000
79,CLEAR,10,310,100,10,133.560000,0.040000,0.040000,0.040000,0.040000,0.040000,0.040000,0.040000,0.040000,0.000000,0.000000,-0.038000,0.000000,0.040000,0.040000,-0.008000,-0.016000,-0.020000,-0.038000,0.040000,0.040000,0.040000,-0.006000,0.038000,-0.038000,-0.038000,-0.018000,0.040000,-0.038000,0.040000,0.040000,-0.038000,-0.038000,0.024000,-0.038000,-0.026000,-0.006000,-0.038000,0.040000,0.040000,0.040000,-0.038000,-0.038000,-0.026000,-0.030000,-0.024000,-0.026000,-0.038000,-0.038000,-0.022000,-0.038000
80,CLEAR,10,310,100,10,137.200000,0.050000,0.050000,0.050000,0.050000,0.005000,0.005000,0.050000,0.050000,0.050000,0.027500,-0.025000,0.045000,0.050000,-0.047500,-0.047500,-0.047500,-0.035000,0.015000,-0.047500,0.050000,0.005000,-0.045000,-0.017500,-0.047500,-0.047500,-0.017500,-0.025000,0.050000,-0.047500,0.050000,0.050000,-0.047500,0.050000,-0.047500,0.050000,-0.042500,0.050000,0.050000,-0.037500,0.050000,-0.047500,-0.042500,0.037500,-0.025000,-0.035000,-0.047500,0.007500,-0.040000,-0.047500,-0.047500
81,CLEAR,10,310,100,10,132.000000,0.040000,0.040000,0.040000,0.040000,0.040000,0.040000,0.040000,-0.038000,-0.038000,0.040000,0.040000,-0.038000,0.040000,-0.038000,-0.038000,-0.038000,-0.038000,-0.038000,-0.038000,-0.038000,-0.038000,-0.036000,0.040000,0.016000,-0.038000,0.040000,-0.038000,0.040000,0.040000,-0.038000,-0.038000,0.000000,-0.038000,-0.026000,0.028000,0.040000,0.040000,0.028000,-0.038000,-0.022000,-0.018000,-0.038000,-0.038000,0.040000,-0.038000,-0.038000,0.024000,-0.038000,-0.038000,-0.038000
82,CLEAR,10,310,100,10,130.670000,0.040000,0.040000,0.040000,-0.018000,0.040000,0.018000,0.040000,0.038000,-0.016000,0.040000,0.040000,0.040000,-0.038000,-0.038000,-0.036000,-0.038000,0.032000,0.040000,-0.034000,0.040000,0.040000,-0.038000,-0.038000,0.000000,0.000000,0.040000,-0.038000,0.040000,0.040000,0.018000,-0.038000,0.040000,0.040000,0.040000,0.040000,-0.038000,0.040000,-0.038000,0.040000,0.036000,-0.038000,-0.038000,-0.038000,-0.038000,-0.036000,0.040000,-0.038000,-0.038000,-0.038000,-0.038000
83,CLEAR,10,310,100,10,130.870000,0.032000,0.040000,0.040000,0.040000,0.040000,0.040000,0.040000,0.040000,0.040000,-0.038000,-0.018000,0.040000,0.004000,0.000000,-0.038000,-0.022000,0.038000,0.000000,-0.038000,0.040000,0.040000,0.022000,-0.038000,-0.036000,-0.008000,-0.024000,0.040000,-0.020000,0.040000,-0.038000,-0.026000,-0.024000,-0.038000,-0.012000,0.006000,-0.026000,0.000000,0.040000,-0.038000,-0.022000,0.040000,-0.036000,0.000000,0.018000,-0.038000,-0.038000,-0.034000,-0.022000,-0.038000,-0.034000
84,CLEAR,10,310,100,10,134.160000,0.040000,0.040000,0.004000,-0.010000,0.040000,0.040000,0.040000,0.040000,0.040000,0.040000,0.040000,0.040000,0.038000,-0.038000,-0.026000,-0.024000,0.040000,0.040000,-0.032000,-0.038000,0.040000,0.002000,0.040000,0.022000,-0.038000,0.040000,0.036000,-0.038000,0.040000,0.000000,0.038000,0.040000,-0.038000,0.040000,-0.036000,0.040000,0.040000,-0.038000,-0.038000,0.040000,-0.034000,-0.038000,-0.038000,-0.038000,-0.034000,-0.038000,-0.038000,0.000000,-0.038000,-0.038000
85,CLEAR,10,310,100,10,134.650000,0.040000,0.040000,0.040000,-0.020000,-0.038000,0.040000,0.040000,0.040000,0.040000,0.040000,-0.038000,0.016000,-0.038000,0.040000,0.040000,0.038000,0.040000,0.040000,0.040000,-0.026000,0.040000,0.040000,0.040000,0.040000,0.040000,-0.038000,-0.004000,-0.038000,-0.038000,-0.038000,0.040000,-0.038000,-0.038000,0.040000,-0.038000,0.040000,-0.038000,-0.038000,-0.038000,0.040000,-0.010000,-0.038000,-0.038000,-0.038000,-0.038000,-0.028000,-0.038000,-0.038000,-0.038000,-0.038000
86,CLEAR,10,310,100,10,134.320000,0.020000,0.040000,0.040000,0.012000,0.000000,-0.038000,0.040000,0.040000,0.040000,0.040000,0.040000,-0.026000,0.000000,-0.038000,-0.038000,0.002000,-0.038000,-0.038000,-0.028000,-0.020000,0.040000,0.040000,0.040000,-0.036000,0.032000,-0.032000,0.040000,-0.032000,0.000000,0.032000,-0.038000,-0.038000,-0.034000,0.040000,0.038000,-0.018000,0.038000,-0.038000,0.000000,-0.022000,-0.010000,-0.038000,0.000000,-0.038000,-0.008000,-0.034000,-0.022000,-0.028000,-0.038000,-0.038000
87,CLEAR,10,310,100,10,128.230000,0.040000,-0.030000,0.040000,0.040000,0.040000,0.040000,0.040000,-0.022000,0.040000,0.040000,0.014000,-0.026000,-0.026000,0.040000,-0.022000,-0.038000,0.016000,0.040000,-0.038000,-0.038000,0.040000,-0.038000,-0.022000,-0.012000,0.028000,-0.038000,0.040000,0.018000,-0.008000,0.024000,0.040000,-0.030000,0.028000,-0.018000,-0.012000,0.040000,0.018000,0.000000,-0.038000,0.030000,0.008000,-0.026000,-0.016000,-0.038000,-0.038000,-0.038000,0.040000,-0.022000,-0.018000,-0.028000
88,CLEAR,10,310,100,10,132.510000,0.060000,0.060000,-0.057000,0.060000,0.027000,0.060000,0.012000,0.054000,-0.012000,0.060000,0.060000,0.033000,-0.057000,-0.054000,-0.057000,0.000000,0.060000,-0.057000,-0.024000,-0.048000,0.000000,-0.057000,-0.057000,0.060000,0.060000,0.060000,-0.057000,-0.057000,-0.057000,-0.051000,0.060000,-0.051000,0.060000,0.060000,0.060000,0.060000,0.060000,0.060000,0.060000,0.060000,-0.054000,-0.054000,0.060000,-0.057000,-0.051000,-0.057000,-0.051000,-0.057000,-0.057000,-0.057000
89,CLEAR,10,310,100,10,92.860000,0.040000,0.040000,0.040000,0.040000,0.040000,0.040000,0.040000,0.040000,0.040000,0.000000,0.040000,-0.038000,0.008000,-0.038000,-0.038000,0.040000,0.000000,0.040000,0.040000,0.032000,-0.038000,0.040000,0.040000,-0.038000,0.040000,-0.038000,-0.038000,-0.038000,0.040000,-0.034000,-0.010000,0.040000,-0.038000,0.022000,-0.032000,-0.026000,0.032000,0.040000,0.040000,0.040000,-0.038000,-0.038000,-0.038000,0.040000,-0.038000,-0.008000,-0.018000,-0.038000,-0.030000,-0.038000
90,CLEAR,10,310,100,10,91.710000,0.040000,0.040000,0.040000,0.040000,0.040000,0.040000,0.040000,0.040000,0.040000,0.040000,-0.038000,0.040000,0.040000,-0.038000,-0.038000,-0.038000,0.000000,-0.038000,-0.038000,0.000000,0.040000,0.000000,0.000000,-0.030000,-0.038000,0.040000,0.040000,0.040000,0.000000,0.040000,-0.038000,-0.038000,0.000000,0.040000,-0.038000,-0.038000,0.040000,0.040000,0.040000,0.006000,-0.038000,-0.026000,-0.012000,0.040000,-0.038000,-0.038000,0.000000,0.022000,-0.038000,-0.038000
91,CLEAR,10,310,100,10,90.880000,-0.038000,0.040000,0.040000,0.040000,0.040000,0.032000,0.022000,0.040000,0.040000,0.040000,0.040000,0.040000,0.040000,-0.038000,0.040000,0.040000,0.000000,0.040000,-0.010000,0.040000,-0.026000,-0.038000,-0.038000,0.040000,0.040000,-0.038000,-0.038000,-0.038000,-0.016000,-0.038000,-0.038000,0.000000,-0.026000,0.040000,0.040000,0.020000,0.040000,-0.038000,0.040000,0.040000,-0.038000,-0.010000,-0.038000,-0.038000,-0.038000,-0.038000,0.028000,-0.038000,-0.038000,-0.024000
