trajectory,method,t0,T,ns,deltat,runtime,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,s33,s34,s35,s36,s37,s38,s39,s40,s41,s42,s43,s44,s45,s46,s47,s48,s49
24,MPL_noMu,0,1000,100,10,1.000000,0.034173,0.022013,0.012427,0.032171,0.023053,0.011981,0.024258,0.022360,0.022869,0.021358,0.007477,0.018559,-0.004989,0.011233,0.004250,0.008630,0.002055,0.000397,0.002554,-0.007930,0.005727,0.011798,0.007784,0.014169,0.009969,0.012300,0.010555,-0.010936,0.016844,0.001871,0.000502,0.008155,-0.005518,0.004794,0.000147,0.003408,0.018504,0.012857,0.005940,0.013486,-0.002788,-0.004863,0.004596,0.000635,-0.003217,0.008077,0.001742,0.002645,0.001775,0.018299
24,SL_noMu,0,1000,100,10,1.000000,0.015198,0.000000,0.007445,0.000000,0.029404,0.010666,0.012568,0.013747,0.006983,0.001004,0.001062,0.018273,0.000000,0.006572,0.002291,0.006404,0.000000,0.007379,0.000000,0.000264,0.000000,0.013406,0.001449,0.015330,0.000000,0.008443,0.000000,0.000000,0.000000,0.000000,0.000000,0.009918,0.007584,0.000420,0.000000,0.000000,0.011440,0.000000,0.000000,0.000221,0.000000,0.000000,0.000000,0.000000,0.000000,0.001790,0.000000,0.000000,0.000000,0.000000
25,MPL,0,1000,100,10,0.001115,0.012644,-0.001881,0.008758,0.017211,-0.003900,0.020262,0.021183,0.027477,0.030240,0.026871,0.002630,-0.003578,-0.008236,0.004346,-0.003508,-0.008451,-0.005214,-0.005200,-0.001575,0.000271,-0.017656,0.006273,0.006161,-0.012163,0.000999,-0.029538,0.004588,-0.015485,-0.003255,-0.009871,0.000862,-0.011457,0.008414,-0.026827,0.004755,0.008302,0.008152,0.008849,0.003200,-0.004178,-0.014193,-0.017288,-0.023684,-0.026985,-0.015719,-0.012722,-0.016496,-0.021230,-0.008273,-0.018669
25,SL,0,1000,100,10,0.001023,0.020180,-0.009589,-0.002756,0.010269,-0.010910,0.023010,0.028233,0.041931,0.032552,0.018920,-0.001953,-0.006059,-0.011004,-0.001209,-0.006193,-0.012416,-0.017610,-0.006102,0.004029,-0.002988,-0.021946,0.022091,-0.002689,-0.013630,0.005830,-0.029468,-0.003095,-0.016240,-0.007239,-0.003544,-0.004191,-0.014396,-0.001575,-0.027077,-0.010868,0.016875,0.017593,0.005608,0.004113,0.010866,-0.013692,-0.015455,-0.019328,-0.028710,-0.014362,-0.020911,-0.020444,-0.020522,-0.012015,-0.023335
25,MPL_noMu,0,1000,100,10,1.000000,0.015758,0.012811,0.013688,0.018167,0.008220,0.021707,0.023494,0.027745,0.032050,0.025276,0.009700,0.000560,0.004729,0.005803,0.003023,0.005463,0.011737,0.002880,0.002758,0.004238,0.003583,0.006674,0.010614,0.002547,0.004858,0.000644,0.011045,0.002834,0.004449,-0.005871,0.018100,0.001981,0.016096,0.001002,0.015767,0.007093,0.009372,0.018949,0.006381,-0.003183,-0.001394,-0.003050,-0.004797,0.001828,-0.001512,0.003405,0.004260,0.005860,0.003904,0.001338
25,SL_noMu,0,1000,100,10,1.000000,0.021396,0.004173,0.000000,0.010353,0.000000,0.021531,0.028347,0.038877,0.031300,0.020180,0.001442,0.000000,0.002788,0.002122,0.000708,0.000000,0.000000,0.004179,0.006139,0.000355,0.000000,0.022149,0.000000,0.000000,0.008106,0.000000,0.001409,0.000000,0.000000,0.000000,0.010127,0.000000,0.006983,0.000000,0.000000,0.016213,0.018719,0.016331,0.008265,0.011693,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005155,0.000000,0.000000
26,MPL,0,1000,100,10,0.001227,0.027310,0.016681,0.023401,0.023330,0.001649,0.009803,0.007605,0.015054,0.014899,0.027811,-0.011231,-0.010963,-0.009546,-0.011618,-0.022291,-0.019209,0.006877,0.000570,-0.017468,-0.011544,0.006546,-0.020720,-0.001692,0.000528,0.001927,-0.009933,0.008497,-0.006522,-0.018710,0.006408,0.001364,-0.010131,-0.005295,0.001624,0.008267,-0.006165,0.004765,-0.007351,-0.007418,-0.012292,-0.011494,-0.020322,-0.027646,-0.007866,-0.006239,-0.032146,-0.011931,-0.003449,-0.016339,-0.019620
26,SL,0,1000,100,10,0.001010,0.014562,0.011107,0.016321,0.016880,-0.002938,-0.001750,-0.013155,0.019186,0.005689,0.023781,-0.017059,-0.014857,-0.004648,-0.018379,-0.012347,-0.020471,0.001306,-0.006619,-0.018300,-0.013962,0.003725,-0.019757,0.008796,-0.005706,-0.002539,-0.009723,0.019713,-0.013580,-0.019651,0.008586,-0.005105,-0.018596,-0.014016,0.001667,-0.006267,-0.004146,-0.004707,-0.012322,-0.010782,-0.013798,-0.015921,-0.021742,-0.025680,-0.009673,-0.001529,-0.032281,-0.010469,-0.007954,-0.018977,-0.017070
26,MPL_noMu,0,1000,100,10,1.000000,0.029224,0.022979,0.020234,0.025745,0.006251,0.013634,0.024094,0.015063,0.023546,0.030687,0.008213,0.000427,-0.008995,0.004901,-0.008471,0.000990,0.010227,0.010595,0.001093,0.002717,0.007422,0.000266,-0.000781,0.005440,0.005962,0.003194,0.012435,0.008223,0.000209,0.013021,0.005852,0.010002,0.009942,0.011283,0.014917,-0.003414,0.008385,0.004695,0.005005,0.000166,0.004702,0.002349,-0.000458,0.009049,-0.002275,0.001751,-0.002505,0.004813,0.001569,-0.002788
26,SL_noMu,0,1000,100,10,1.000000,0.013907,0.013147,0.015562,0.017075,0.001342,0.000000,0.000000,0.019705,0.007718,0.023327,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002440,0.002908,0.000000,0.000000,0.006209,0.000000,0.008311,0.000000,0.002727,0.002470,0.020276,0.000000,0.000000,0.015375,0.000000,0.000000,0.000000,0.008925,0.000000,0.000482,0.000000,0.001386,0.002733,0.000000,0.000000,0.002427,0.000000,0.006540,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27,MPL,0,1000,100,10,0.001015,0.019684,0.016243,0.024748,0.026143,0.019753,0.017697,0.030852,0.027209,0.026412,0.026783,0.002193,0.000778,-0.028240,-0.005913,-0.006613,0.004226,0.007455,-0.011787,-0.014611,-0.011514,-0.004534,-0.007643,-0.026309,-0.027738,-0.000788,0.011053,0.012052,-0.009527,-0.015126,0.000302,-0.005702,-0.015966,0.005382,-0.012809,-0.007341,0.000980,-0.010335,-0.021291,-0.017962,0.001427,-0.019840,-0.024787,-0.006836,-0.019998,-0.013358,-0.030588,-0.014564,-0.002455,-0.013997,-0.017137
27,SL,0,1000,100,10,0.000943,0.012739,0.001737,0.013980,0.006130,0.029873,0.006125,0.021983,0.019271,0.002424,0.021587,-0.005623,-0.007023,-0.027099,-0.014196,-0.008919,-0.006511,0.011694,-0.011531,-0.011526,-0.013352,-0.009458,-0.009140,-0.027828,-0.032319,-0.010742,0.007214,0.029086,-0.013416,-0.013244,-0.009057,-0.014680,-0.021749,-0.004322,-0.015300,-0.010254,0.011188,-0.004530,-0.015008,-0.016538,-0.007189,-0.023845,-0.023894,-0.007300,-0.019691,-0.014363,-0.029456,-0.017326,-0.010740,-0.015319,-0.018631
27,MPL_noMu,0,1000,100,10,1.000000,0.035280,0.018798,0.026899,0.031306,0.024643,0.021656,0.033454,0.027520,0.033706,0.028852,0.008973,0.004077,-0.003370,0.009087,0.003874,0.012384,0.007556,0.001340,-0.001712,0.006624,0.005036,0.001933,0.000180,0.004318,0.009064,0.013750,0.009766,0.004681,-0.003787,0.011334,0.008177,0.001310,0.013552,0.004326,0.004870,0.001956,-0.005967,-0.008071,0.000603,0.011581,0.001086,-0.003402,-0.000248,0.000380,0.002423,-0.000461,0.002054,0.014844,-0.000418,0.002419
27,SL_noMu,0,1000,100,10,1.000000,0.025160,0.002840,0.014293,0.007185,0.029499,0.007741,0.021766,0.018152,0.004967,0.020739,0.000000,0.000000,0.000000,0.001593,0.001010,0.000000,0.012116,0.000000,0.000000,0.003372,0.000000,0.000000,0.000000,0.000000,0.000000,0.009781,0.028712,0.000000,0.000000,0.000000,0.000000,0.000000,0.001128,0.000000,0.001157,0.011302,0.000000,0.000000,0.001852,0.003151,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.004664,0.000000,0.000000
28,MPL,0,1000,100,10,0.001189,0.008129,0.010347,0.012351,0.021524,0.008857,0.003123,0.024355,0.032706,0.028186,0.020431,0.003300,-0.025097,-0.003747,0.013795,-0.015591,0.014427,-0.007940,-0.015642,0.004765,0.003668,-0.006179,0.014771,0.003219,-0.025017,-0.001645,0.004213,-0.021422,-0.012420,-0.006979,-0.008111,0.010223,-0.005468,0.008091,-0.011300,0.004583,0.003761,-0.006612,0.008217,0.002029,-0.031248,-0.016346,-0.013793,-0.014404,-0.013610,-0.001324,-0.013043,-0.012410,-0.012247,-0.024308,-0.020821
28,SL,0,1000,100,10,0.001496,0.018732,-0.000313,-0.006943,0.020656,0.017934,-0.003199,0.035104,0.030707,0.023514,0.022914,0.007026,-0.027828,-0.009440,-0.004882,-0.015931,-0.002954,-0.006741,-0.013153,-0.003489,0.017919,-0.003562,0.017902,-0.005535,-0.025389,-0.008435,-0.002326,-0.013572,0.013670,-0.003266,-0.004992,0.010740,-0.006091,0.018939,-0.009047,-0.001430,-0.007001,-0.009979,0.012554,-0.004572,-0.028611,-0.020109,-0.017858,-0.014546,-0.011390,-0.001399,-0.018603,-0.005607,-0.012906,-0.027072,-0.021523
28,MPL_noMu,0,1000,100,10,1.000000,0.012586,0.016305,0.021925,0.024832,0.009485,0.010597,0.023607,0.031795,0.027223,0.024408,0.007449,0.001308,0.007406,0.020582,0.000489,0.014080,-0.004195,0.000886,0.012543,0.005181,0.000409,0.014863,0.010969,0.004568,0.006966,0.005342,-0.006271,-0.013828,-0.005697,0.000859,0.011346,0.002279,0.008527,0.001079,0.008290,0.007284,0.010159,0.008669,0.006511,-0.001661,0.002477,0.006522,0.000074,-0.000370,0.003617,0.007199,-0.008086,0.001238,0.002142,0.000369
28,SL_noMu,0,1000,100,10,1.000000,0.018559,0.002102,0.000000,0.021186,0.018244,0.000000,0.034028,0.028588,0.022444,0.025711,0.009906,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002457,0.018227,0.002496,0.017735,0.000000,0.002831,0.000000,0.000000,0.000000,0.013582,0.000000,0.003443,0.013231,0.001566,0.018261,0.003943,0.000706,0.000000,0.006743,0.012381,0.000529,0.000000,0.000000,0.001998,0.000000,0.002884,0.003714,0.000000,0.000000,0.000000,0.000000,0.000000
29,MPL,0,1000,100,10,0.001105,0.032094,0.024069,-0.008126,0.027688,0.022134,0.016185,0.005859,0.004737,0.027034,0.022467,-0.021531,-0.008680,-0.010373,-0.015132,-0.008333,-0.010138,-0.015266,0.007015,0.003435,0.004121,-0.009968,-0.013065,-0.009800,-0.005368,0.016259,-0.004805,0.000780,-0.009176,0.011744,0.013682,-0.005532,-0.008653,0.005563,-0.011910,0.007267,0.007940,-0.007785,0.004996,0.004606,0.004862,-0.023840,-0.012968,-0.012993,-0.021994,-0.009945,-0.000467,-0.015733,-0.012333,-0.017691,-0.019245
29,SL,0,1000,100,10,0.001198,0.019841,0.023289,-0.007518,0.021879,0.020409,0.016434,-0.004355,-0.001699,0.018091,0.013293,-0.016211,-0.006737,-0.006733,-0.016804,-0.012681,-0.013770,-0.016223,-0.004494,-0.003797,-0.005100,-0.008796,-0.012595,-0.008102,-0.008349,0.019431,-0.014786,-0.006296,-0.003114,-0.004912,-0.002263,-0.012692,-0.012424,-0.005279,-0.010734,-0.005050,-0.007970,-0.017008,-0.002774,-0.006540,-0.001884,-0.023353,-0.015928,-0.014655,-0.022291,-0.007475,-0.004173,-0.014634,-0.013567,-0.014555,-0.020923
29,MPL_noMu,0,1000,100,10,1.000000,0.036213,0.026783,0.010637,0.029775,0.027698,0.016266,0.012611,0.008412,0.028643,0.024845,-0.003881,0.000646,-0.002134,0.002438,0.008703,0.003947,0.001390,0.011361,0.008567,0.007859,0.000230,-0.002119,-0.003379,0.002369,0.021328,0.012379,0.005871,-0.003274,0.021171,0.015923,0.011566,0.004652,0.014284,-0.000293,0.011168,0.020978,0.010398,0.009980,0.010212,0.007436,0.000520,0.004869,0.002528,0.002411,-0.001544,0.005146,0.000666,0.004764,-0.002059,0.001283
29,SL_noMu,0,1000,100,10,1.000000,0.020594,0.022709,0.011466,0.020592,0.021669,0.016781,0.000000,0.002842,0.018050,0.015391,0.000000,0.000000,0.000000,0.000000,0.003205,0.000000,0.000000,0.000000,0.000000,0.000588,0.000000,0.000000,0.000000,0.000000,0.018896,0.000000,0.000000,0.000000,0.000000,0.001637,0.003208,0.000000,0.001366,0.000000,0.000000,0.000000,0.000000,0.000000,0.000746,0.000526,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003425,0.000000,0.000000
30,MPL,0,1000,100,10,0.001210,0.028106,0.014396,0.020236,0.019088,0.025483,0.022722,0.028511,0.023648,0.027329,0.031835,-0.012714,-0.009332,0.004318,-0.006874,-0.002250,-0.003390,-0.001959,-0.002086,-0.007795,-0.003862,0.009014,-0.030155,0.006690,-0.008489,0.000593,0.004814,0.002685,-0.001523,0.002191,-0.000602,-0.002236,0.004447,-0.001788,-0.023280,0.000185,-0.003554,-0.001603,-0.007679,-0.006229,0.002125,-0.015937,-0.011203,-0.008296,-0.008993,-0.002998,-0.010371,-0.011544,-0.031496,-0.014494,-0.006294
30,SL,0,1000,100,10,0.001370,0.027594,-0.003259,0.004466,0.027720,0.005772,0.035214,0.037633,0.018122,0.032138,0.044724,-0.014826,-0.013658,0.035563,-0.004634,-0.006684,-0.011041,-0.004543,-0.004304,-0.010843,-0.008201,-0.004429,-0.032281,0.003831,-0.016795,-0.008359,-0.004188,-0.004097,-0.006418,0.001056,-0.006424,-0.005757,-0.003943,-0.005366,-0.023879,-0.008706,-0.003317,-0.007362,-0.009698,-0.011503,-0.003514,-0.021793,-0.009725,-0.011255,-0.013910,-0.006613,-0.013460,-0.013715,-0.029526,-0.016861,-0.010234
30,MPL_noMu,0,1000,100,10,1.000000,0.027863,0.019972,0.023033,0.018701,0.031455,0.024483,0.030649,0.028299,0.028953,0.032316,0.002921,0.001773,0.005014,-0.000386,0.007440,0.009917,0.003553,0.000859,0.001968,0.003220,0.012164,0.002362,0.009953,0.008534,0.008505,0.011723,0.005974,0.003129,0.008075,0.006446,0.014126,0.011349,0.013866,0.000693,0.008651,0.006156,0.009674,0.003977,0.005534,0.007590,0.006505,-0.001938,0.004833,0.003586,0.009768,0.004315,0.003248,-0.001377,0.004051,0.004127
30,SL_noMu,0,1000,100,10,1.000000,0.025836,0.000385,0.005093,0.026491,0.006436,0.034671,0.036340,0.018527,0.030465,0.044131,0.000000,0.000000,0.035019,0.000000,0.001715,0.000000,0.000000,0.000000,0.000000,0.000000,0.000514,0.000000,0.004718,0.000000,0.000000,0.000000,0.000477,0.000000,0.005115,0.000000,0.008852,0.002748,0.008272,0.000000,0.000000,0.003505,0.000000,0.001096,0.000000,0.000414,0.000000,0.000000,0.001268,0.000000,0.002906,0.000000,0.000000,0.000000,0.001888,0.000000
31,MPL,0,1000,100,10,0.001280,0.024093,0.023833,0.023541,0.024036,0.009481,0.027087,0.028693,0.026067,0.014046,0.022718,0.014275,-0.012935,0.004692,-0.010232,-0.017880,-0.000435,-0.006437,0.004135,-0.000072,-0.004759,-0.028695,-0.009763,0.007981,-0.010164,-0.002660,0.004732,-0.001115,-0.015872,0.002755,-0.009785,0.010108,-0.005182,0.001579,-0.018192,-0.006160,0.004731,-0.012436,-0.015646,-0.028660,-0.001845,-0.005252,-0.024678,-0.029888,-0.006291,-0.006386,-0.008108,-0.014125,-0.031020,-0.015325,-0.023619
31,SL,0,1000,100,10,0.001079,0.012973,0.016804,0.022507,0.003961,-0.003998,0.014289,0.002695,0.011336,0.012190,0.014321,0.012065,-0.016761,-0.001607,-0.009482,-0.018724,-0.004901,-0.013430,-0.001259,-0.003161,-0.013952,-0.030362,-0.013971,-0.009759,-0.011781,-0.009202,-0.002480,0.014005,-0.019687,-0.008561,-0.008397,-0.000274,-0.015202,0.010186,-0.019321,-0.006623,-0.005652,-0.013949,-0.019317,-0.029503,-0.009986,-0.008373,-0.019365,-0.032309,-0.006535,-0.013008,-0.002105,-0.017295,-0.031292,-0.012650,-0.025775
31,MPL_noMu,0,1000,100,10,1.000000,0.025720,0.026776,0.024114,0.027043,0.014673,0.028275,0.032042,0.029576,0.014245,0.024081,0.015768,0.003031,0.008184,-0.000552,0.001591,0.006888,0.007145,0.008328,0.003897,0.009390,0.003082,0.004415,0.020572,0.003246,0.007711,0.011890,0.003748,0.004592,0.015181,0.000217,0.014763,0.006836,0.002988,-0.002313,0.005253,0.012671,0.002439,0.002893,0.000489,0.009031,0.004391,-0.005013,0.003387,0.011858,0.006542,-0.001731,0.003554,-0.001809,-0.001769,0.002844
31,SL_noMu,0,1000,100,10,1.000000,0.013201,0.017231,0.023509,0.004264,0.001047,0.013715,0.003527,0.011232,0.011640,0.015387,0.011507,0.000000,0.000458,0.000000,0.000000,0.001272,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002981,0.000000,0.002666,0.014955,0.000000,0.003736,0.000000,0.004201,0.000000,0.010292,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010008,0.000000,0.000993,0.000000,0.000000,0.000000,0.000000
32,MPL,0,1000,100,10,0.001265,0.025093,0.022817,0.029882,0.035221,0.033449,0.023505,0.025226,0.024391,0.022679,0.013505,0.003898,0.001701,0.000187,-0.005260,-0.006948,-0.000606,-0.008320,-0.014398,0.006565,-0.006138,-0.003065,-0.009535,-0.005558,0.000129,0.005340,0.001374,-0.003833,0.012290,0.001936,-0.013983,-0.007499,-0.003640,-0.026215,-0.002362,-0.009807,0.005979,0.000346,0.007747,0.009366,-0.005177,-0.038498,-0.026635,-0.016868,-0.018162,-0.014818,-0.027335,-0.028836,-0.024547,-0.018356,-0.025834
32,SL,0,1000,100,10,0.001055,0.001864,0.008815,0.008224,0.017378,0.018108,0.022712,0.002581,0.013227,0.013978,0.003592,-0.009453,-0.006320,-0.008973,-0.005633,-0.007409,0.000442,-0.005704,-0.015038,-0.005938,-0.004854,-0.008802,-0.010672,-0.008042,0.021187,-0.005127,-0.004676,-0.002359,0.003704,-0.006006,-0.017959,-0.000998,-0.002412,-0.027841,-0.009788,-0.013987,-0.001973,-0.004253,-0.001405,-0.002163,-0.006374,-0.038480,-0.023465,-0.011663,-0.005279,-0.014143,-0.027800,-0.028652,-0.025755,-0.017681,-0.023379
32,MPL_noMu,0,1000,100,10,1.000000,0.026075,0.024562,0.030136,0.032504,0.041364,0.022904,0.030517,0.027881,0.024276,0.017089,0.015806,0.010881,0.012473,0.000283,0.006324,-0.000050,-0.000960,0.002059,0.011533,-0.002674,0.008702,0.000151,0.001140,0.004277,0.012497,0.010783,0.000158,0.012720,0.009251,0.004635,0.000980,0.000857,0.001920,0.008287,0.005304,0.014670,0.007772,0.004606,0.011188,0.004041,-0.000827,-0.001518,-0.004553,-0.012469,0.004149,0.000714,-0.000223,0.000947,-0.001582,-0.001558
32,SL_noMu,0,1000,100,10,1.000000,0.002322,0.009095,0.008117,0.016757,0.017862,0.022578,0.004032,0.012983,0.014441,0.005114,0.000000,0.000722,0.000000,0.001454,0.000000,0.001155,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.021186,0.000000,0.000000,0.000000,0.004901,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005028,0.000000,0.000410,0.000592,0.000000,0.000000,0.000000,0.000000,0.000000,0.003569,0.000000,0.000000,0.000000,0.000000,0.000000
33,MPL,0,1000,100,10,0.001041,0.018334,0.017635,0.026091,0.027405,0.030590,0.023716,0.013918,0.025000,0.026834,0.023919,0.010909,-0.016587,0.002483,-0.001125,-0.016574,-0.017407,-0.008593,0.004711,-0.014253,0.003502,0.003178,-0.001238,-0.017430,-0.011341,-0.017292,0.004811,-0.011582,0.001022,0.007200,0.007058,-0.005275,-0.028399,0.001976,0.000609,0.000353,0.008885,-0.015470,0.001964,-0.000300,-0.016310,-0.022273,-0.013769,-0.010348,-0.021747,-0.024933,-0.024971,-0.013219,-0.020342,-0.015659,-0.013796
33,SL,0,1000,100,10,0.000943,0.019076,0.014923,0.001539,0.041088,0.010540,0.020874,0.014668,0.005137,-0.000259,0.005985,0.014600,-0.018248,-0.002705,-0.004179,-0.016175,-0.017887,-0.016441,-0.007555,-0.017245,-0.005285,-0.005161,-0.006684,-0.020479,-0.012068,-0.021394,-0.003748,-0.014553,0.003339,0.029419,-0.003114,-0.005640,-0.028647,-0.005157,-0.004237,-0.001203,0.030507,-0.016749,-0.002786,-0.004308,-0.016060,-0.021778,-0.012207,-0.011990,-0.023406,-0.026399,-0.021865,-0.008825,-0.018259,-0.015808,-0.015523
33,MPL_noMu,0,1000,100,10,1.000000,0.020161,0.017725,0.029829,0.029321,0.035256,0.026396,0.015337,0.027313,0.030411,0.027697,0.013538,0.002865,0.007963,0.006563,0.006019,-0.000710,0.007057,0.015641,0.006955,0.011923,0.011643,0.000629,0.004548,0.000413,0.003127,0.007504,0.002120,0.011799,0.007441,0.011056,0.003301,0.001483,0.006136,0.004172,0.003340,0.010084,0.000696,0.018164,0.004164,0.001541,0.000278,-0.000463,0.002849,0.001758,-0.000294,-0.003680,-0.002999,-0.000996,0.000630,0.000550
33,SL_noMu,0,1000,100,10,1.000000,0.019446,0.015319,0.001941,0.042665,0.010544,0.021170,0.014803,0.005431,0.000498,0.008810,0.014738,0.000000,0.001245,0.002904,0.006979,0.000000,0.000000,0.000000,0.001930,0.000000,0.000000,0.000000,0.000000,0.001358,0.000000,0.000000,0.000000,0.013748,0.030264,0.000829,0.002491,0.000000,0.000000,0.000000,0.001410,0.031386,0.000000,0.011730,0.000500,0.000000,0.000000,0.001373,0.000000,0.000000,0.000000,0.000000,0.000999,0.000000,0.000000,0.000000
34,MPL,0,1000,100,10,0.001022,0.007132,0.015057,0.025014,0.026412,0.018986,0.018636,0.019017,0.024333,0.025545,0.026359,-0.007743,-0.003714,-0.002501,-0.004969,0.003292,-0.002628,0.003032,-0.007063,-0.001794,0.002566,0.000058,0.000756,-0.028280,-0.000857,0.008242,-0.020597,-0.021708,-0.016979,-0.022659,0.000141,0.002920,-0.001099,-0.006188,-0.022037,-0.008634,-0.014959,-0.001256,-0.014471,-0.003268,-0.017989,-0.019859,-0.023614,-0.021509,-0.016240,-0.019241,-0.006462,-0.015370,-0.016894,-0.021098,-0.009648
34,SL,0,1000,100,10,0.001054,-0.010355,0.019366,0.024743,0.009431,0.012670,0.000447,0.000860,0.024391,0.019677,0.015589,-0.005428,-0.009851,-0.002456,0.014645,0.000416,-0.010713,-0.001084,-0.009587,-0.012201,-0.011206,-0.004082,-0.005673,-0.026922,-0.004579,-0.002274,-0.017142,-0.020478,-0.009145,-0.021762,-0.009498,-0.005735,-0.009293,-0.008264,-0.021808,-0.009101,-0.011964,-0.004345,-0.008417,-0.007806,-0.018938,-0.019716,-0.027836,-0.019734,-0.011775,-0.016617,-0.015966,-0.017591,-0.019332,-0.021130,-0.016013
34,MPL_noMu,0,1000,100,10,1.000000,0.018602,0.018994,0.027686,0.028505,0.019332,0.021158,0.022718,0.021544,0.030367,0.027132,0.003800,0.008332,0.001851,0.001130,0.004870,0.004852,0.004402,0.004839,0.007688,0.012592,0.002577,0.014146,0.002411,0.001279,0.009320,-0.002914,-0.000159,-0.006503,0.000663,0.010667,0.007886,0.017651,0.003825,-0.000805,0.002902,-0.001872,0.004871,-0.006409,0.002611,0.001496,0.000307,0.001938,-0.000894,-0.001027,-0.002856,0.007190,0.002591,0.002819,-0.000785,0.006308
34,SL_noMu,0,1000,100,10,1.000000,0.000000,0.019524,0.024062,0.009264,0.014413,0.002466,0.002561,0.023577,0.022529,0.014919,0.003733,0.000000,0.001137,0.014159,0.002048,0.001208,0.001294,0.002436,0.000000,0.000000,0.000000,0.001465,0.003000,0.000530,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.014101,0.000000,0.000000,0.001030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002979,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
35,MPL,0,1000,100,10,0.001197,0.007870,0.017311,0.023738,0.023387,0.029824,0.012052,0.022620,0.033842,0.014629,0.027763,-0.012797,-0.000076,-0.014537,-0.010336,0.010076,-0.001988,-0.004655,-0.008084,0.000538,-0.022299,0.009221,-0.008775,-0.005076,-0.000950,-0.009561,-0.006282,-0.001839,-0.006499,0.011130,-0.000108,0.015409,0.008567,-0.002707,-0.006991,-0.005738,-0.000286,-0.014956,0.001479,0.002867,0.003375,-0.033629,-0.019167,-0.015376,-0.013429,-0.009035,-0.028905,-0.024972,-0.015680,-0.011238,-0.041994
35,SL,0,1000,100,10,0.001105,0.026858,0.018303,0.018076,0.012403,0.008570,-0.000644,0.011366,0.018846,-0.002065,0.011733,-0.014080,-0.000937,-0.014812,-0.008902,-0.002790,-0.007547,-0.013827,-0.004080,0.015956,-0.023935,0.013817,-0.013834,-0.003627,-0.002053,-0.008522,-0.007435,-0.003652,-0.005892,0.018114,-0.013317,-0.001749,0.017097,0.015819,-0.005606,-0.010962,0.004108,0.000193,0.022265,-0.008462,-0.002042,-0.035742,-0.020513,-0.019668,-0.017348,-0.013738,-0.029442,-0.020892,-0.017969,-0.011046,-0.041703
35,MPL_noMu,0,1000,100,10,1.000000,0.010850,0.016118,0.021605,0.026472,0.026546,0.013765,0.023132,0.034923,0.022068,0.029139,0.000030,0.006925,0.000823,-0.000371,0.014255,0.005433,0.009763,-0.002358,0.000901,0.001863,0.011142,0.003700,0.005433,0.000904,0.000658,0.008377,0.000037,-0.000328,0.013179,0.014485,0.017599,0.011160,0.001026,0.002991,0.006985,0.005934,-0.006853,0.002238,0.012552,0.003894,0.001973,0.001062,0.004252,0.001982,0.003634,0.000977,-0.004250,-0.000106,-0.000233,-0.000010
35,SL_noMu,0,1000,100,10,1.000000,0.029943,0.017692,0.017523,0.011869,0.009430,0.000873,0.011564,0.018403,0.002262,0.011957,0.001580,0.000501,0.000000,0.000000,0.000000,0.000858,0.000000,0.000000,0.016332,0.000000,0.015305,0.001553,0.000000,0.000000,0.000000,0.005060,0.000000,0.000000,0.017534,0.000000,0.000000,0.018968,0.016207,0.003849,0.001235,0.010456,0.007367,0.024778,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
36,MPL,0,1000,100,10,0.001079,0.013283,0.012748,0.016876,0.024554,0.032102,0.027507,0.034511,0.016046,0.028426,0.008800,0.010464,-0.022091,-0.012049,0.002307,0.000898,-0.009178,-0.014905,-0.000704,0.000077,-0.009557,0.014834,0.005320,-0.005748,-0.004279,-0.002322,0.003502,-0.012906,-0.001828,-0.015914,-0.007275,-0.011247,-0.006473,-0.002074,-0.014444,-0.011284,-0.023252,0.009677,-0.019428,-0.011649,-0.034803,-0.019385,-0.028963,-0.026728,-0.027489,-0.016940,-0.019845,-0.007620,-0.022207,-0.009682,0.002665
